Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
703,2010-08-17,33.21048355102539,33.937951527007556,33.0839661689091,33.66910396686835,4272775
704,2010-08-18,32.878387451171875,33.60585562803303,32.46720959946939,33.41608057494541,2042150
705,2010-08-19,33.00490188598633,33.526782196247886,32.62535393442037,33.526782196247886,2150678
706,2010-08-20,32.641170501708984,33.242121276143706,32.57791286413392,33.052348363418524,1350531
707,2010-08-23,33.00490188598633,33.17886198940685,32.35650630686311,32.79931403784089,1558660
708,2010-08-24,32.59372329711914,33.194676172880555,32.43557814217892,33.194676172880555,1419761
709,2010-08-25,32.59372329711914,32.89420080749032,32.372320509199014,32.41976534266965,1708531
710,2010-08-26,33.35281753540039,33.590035240837615,32.5779067933016,32.86256718183399,6819779
711,2010-08-27,33.00490188598633,33.68492735481546,32.79931403784089,33.49515230654198,3318728
712,2010-08-30,34.396583557128906,34.633801315592386,33.21049476481152,33.337010044666236,12599675
713,2010-08-31,34.412391662597656,35.02915728300108,34.001213867335125,34.44401940378354,7251681
714,2010-09-01,34.22261428833008,34.697049678404994,33.93795391227737,34.41238930235228,4105554
715,2010-09-02,34.03285217285156,34.5072877128367,33.85889204586075,34.5072877128367,2077611
716,2010-09-03,34.15936279296875,34.50728299942734,34.09610515860746,34.285878061691335,2025354
717,2010-09-06,34.175174713134766,34.41239242973043,33.843069480904674,33.843069480904674,1657041
718,2010-09-07,34.06343460083008,34.63807577865811,33.91977484762751,34.63807577865811,2364772
719,2010-09-08,33.99959182739258,34.19113964082135,33.760158143115675,34.06344037686279,2119627
720,2010-09-09,33.3610954284668,34.15920755211263,33.249358865149304,34.12728220115972,4325702
721,2010-09-13,33.69630813598633,33.99959254111817,33.47283712564037,33.77611936575404,2223035
722,2010-09-14,33.53667449951172,33.95169318899205,33.37705209317447,33.55263717314894,2096762
723,2010-09-15,34.11133575439453,34.25499556287645,33.53669219042966,33.53669219042966,3700295
724,2010-09-16,33.72822570800781,34.44652661010317,33.61648914611924,34.12728176472746,1645185
725,2010-09-17,33.60053253173828,33.983625957604055,33.5207213111405,33.91977741412941,3999245
726,2010-09-20,33.72822570800781,33.919773481240306,33.64841449666388,33.7761115688071,1658444
727,2010-09-21,33.72822570800781,34.15920711527209,33.61648914611924,34.01554520283889,4168036
728,2010-09-22,33.79207992553711,34.095364311649334,33.616494798055825,33.7601567346429,2530696
729,2010-09-23,33.53667449951172,33.91977000673508,33.42494011408611,33.71225957948619,1296047
730,2010-09-24,33.69630813598633,33.77611936575404,33.345140024019294,33.5366856764509,2212027
731,2010-09-27,33.79207992553711,34.19113821436803,33.616494798055825,34.19113821436803,1731020
732,2010-09-28,34.12729263305664,34.20710386981761,33.712273768895926,33.839973046724495,3076594
733,2010-09-29,34.68596649169922,35.260607749882226,34.19113862425363,34.19113862425363,11684464
734,2010-09-30,33.99959182739258,35.05310047121457,33.887855242056105,34.73385555884537,5236368
735,2010-10-01,34.63807678222656,34.877510432840545,34.127284128242955,34.127284128242955,3875195
736,2010-10-04,35.02117919921875,35.27657559190993,34.43057734145243,34.87751940489821,4550532
737,2010-10-05,35.723514556884766,35.94698773424314,34.9892529684839,35.02117616166497,10282420
738,2010-10-06,35.67561721801758,36.28218150870052,35.42022092956568,35.91505083250045,5975746
739,2010-10-07,34.87751770019531,35.88313837630594,34.60615864028316,35.67563003520955,5825104
740,2010-10-08,34.95732498168945,35.34041842618302,34.68596595245508,34.95732498168945,2872678
741,2010-10-11,35.08502197265625,35.6756258980847,34.957324879869674,35.627740029544235,2923343
742,2010-10-12,34.94136047363281,35.16483145746427,34.542304372141665,35.1169455912925,1328063
743,2010-10-13,35.069061279296875,35.436192042931914,34.89347615385568,35.053098601526216,2785869
744,2010-10-14,34.143245697021484,35.3723392629755,33.839963515752416,35.24464002111323,6206210
745,2010-10-15,34.07941436767578,34.62213046584691,33.744206665416925,34.15922562226032,3825540
746,2010-10-18,34.07941436767578,34.701941720431456,33.77612986823944,34.60616778192623,2661071
747,2010-10-19,33.6324577331543,34.3188355703711,33.45687260433055,34.223061666920145,2506333
748,2010-10-20,33.28128433227539,33.9197740334208,33.12166190698904,33.776112118648925,1611212
749,2010-10-21,33.71226501464844,34.15920912346047,33.58456793499803,33.93573598654556,5077785
750,2010-10-22,34.12729263305664,34.73385933145102,33.74419912960766,34.14325531341251,7613777
751,2010-10-25,33.12166976928711,34.44653534764839,32.99397049973463,34.191141138579866,4373958
752,2010-10-26,32.62683868408203,33.32917706717849,32.49913941850749,33.201479966622095,3559839
753,2010-10-27,32.515106201171875,32.96205043956587,32.43529496199635,32.834351157873975,4326267
754,2010-10-28,31.908540725708008,32.78646433122332,31.669107015112925,32.78646433122332,12789477
755,2010-10-29,32.05219268798828,32.56298534513365,31.924495606210854,31.956418794146295,2557085
756,2010-11-01,32.13201141357422,32.46721903783952,32.02027481714634,32.179897289175685,3644082
757,2010-11-02,31.9564266204834,32.06816321816704,31.301974044804272,31.924503424729757,8722079
758,2010-11-03,32.06816101074219,32.11604688358558,31.621216815791563,31.924501227193783,5792586
759,2010-11-04,32.40336990356445,33.313216678878106,31.924502496025173,32.17989671469815,7578044
760,2010-11-08,31.397754669189453,31.732962368828012,30.74330195370824,31.046584285755,23828591
761,2010-11-09,33.13762664794922,33.52072224955773,31.413705100782856,31.50947900118498,37552410
762,2010-11-10,32.56298828125,33.60053420055224,32.451251700856396,33.20147807774369,23142609
763,2010-11-11,32.32355880737305,33.105708476699114,32.17989685248151,32.56299251216786,9305659
764,2010-11-12,31.780847549438477,32.54703686945736,31.605262361620476,32.195866493821356,8655373
765,2010-11-15,32.30759811401367,32.81838874997405,31.924504595788783,31.924504595788783,6781511
766,2010-11-16,31.972387313842773,32.48318006433976,31.892576081891256,32.48318006433976,5839719
767,2010-11-18,32.37144088745117,32.64279992041478,31.748913760966584,32.27566698375707,11698558
768,2010-11-19,32.53105926513672,32.96204069528464,32.020266619407174,32.0841173238867,13151040
769,2010-11-22,32.38740539550781,32.53106517665694,31.509481864574283,32.24374561435869,16159489
770,2010-11-23,31.429670333862305,32.05219748956611,30.966763471783278,31.637178664090854,29650997
771,2010-11-24,30.998685836791992,31.365816590219318,30.647515595673546,30.80713803890594,29495589
772,2010-11-25,30.82310676574707,31.0465777971285,29.785560681101945,30.328276661604953,297127250
773,2010-11-26,30.791189193725586,30.88696096393967,29.83345417143463,30.56771595650935,108003635
774,2010-11-29,29.961143493652344,30.647519214593057,29.68978444210748,30.567707983552594,47311917
775,2010-11-30,30.312307357788086,30.360193220265536,29.306684760601872,29.721703507138194,56380039
776,2010-12-01,30.918888092041016,31.046585236280134,30.13673821228389,30.200586784403452,49377032
777,2010-12-02,31.605247497558594,31.637172849426815,30.823098026964793,31.09445702279139,69791050
778,2010-12-03,31.86064910888672,32.036234243287694,31.04657415122264,31.605252746577854,70133580
779,2010-12-06,31.828723907470703,32.02026954334699,31.541402206129302,31.924497807917838,35990183
780,2010-12-07,31.589296340942383,31.764879333158387,31.317937264760275,31.589296340942383,22324627
781,2010-12-08,31.238130569458008,31.525450203067845,31.062545386688125,31.349867185316675,8690959
782,2010-12-09,30.519817352294922,31.36581540340881,30.3282695616566,31.222155642939,19659317
783,2010-12-10,30.679447174072266,30.791183773009415,30.20057974723028,30.455976141216347,12656908
784,2010-12-13,31.25408935546875,31.365823792376894,30.631562116922545,30.679447994880544,10228525
785,2010-12-14,30.98272705078125,31.445631761290727,30.88695313980938,31.28600929801034,12502825
786,2010-12-15,30.85502815246582,31.062536476659933,30.727328890254135,30.966762571255693,7532899
787,2010-12-16,30.679447174072266,30.886955526363103,30.440013460651272,30.87099501081641,10117565
788,2010-12-20,30.599651336669922,30.998707726544776,30.487914681497177,30.567725959472146,12117884
789,2010-12-21,31.0146484375,31.31793064588873,30.615592330404848,30.647515519961694,13693395
790,2010-12-22,31.270050048828125,31.381784478634042,31.014653664242974,31.09446489911219,11598882
791,2010-12-23,31.04656982421875,31.317928827293134,30.998683960155187,31.1423437173637,4611659
792,2010-12-24,31.20619773864746,31.286008969449487,30.80714158463732,30.80714158463732,4676656
793,2010-12-27,30.870981216430664,31.222149206854557,30.75924466742186,31.12637533127807,5508784
794,2010-12-28,30.69540023803711,30.95079655200975,30.615589025234264,30.807134636950465,6071879
795,2010-12-29,30.5517520904541,30.8071463363986,30.487901363949447,30.663486531800185,10314957
796,2010-12-30,30.839073181152344,31.142355486544936,30.21654588797415,30.551753558152754,31947999
797,2010-12-31,31.38178253173828,31.445631082668886,30.886952473244268,30.934840510205852,12208677
798,2011-01-03,31.38178253173828,31.52544231258669,31.23812275088987,31.429670568699866,5686478
799,2011-01-04,31.41370391845703,31.5733263581135,31.206193447892886,31.42966659542626,9878712
800,2011-01-05,31.317941665649414,31.557375414155423,31.190244532453693,31.41371559805556,6557909
801,2011-01-06,31.605247497558594,31.844683306534726,31.22215410022875,31.349853342683872,16916733
802,2011-01-07,31.238130569458008,31.892583251590096,31.01465950275939,31.605261452961546,15775814
803,2011-01-10,30.69540023803711,31.477549690501426,30.631551700798376,31.222153376528787,11747099
804,2011-01-11,30.663475036621094,31.28600206651917,30.392118210777173,30.902908676198642,8402847
805,2011-01-12,31.04656982421875,31.110420529660594,30.487891306727345,30.870986879307136,5356220
806,2011-01-13,30.8869571685791,31.11043037833516,30.791185410133366,31.030619136284713,5840003
807,2011-01-14,31.158309936523438,31.653139969854575,30.727328450876115,30.807139676735392,13619178
808,2011-01-17,31.20619773864746,31.286008969449487,30.535784698921344,30.80714158463732,10222664
809,2011-01-18,31.493520736694336,31.57333197071012,31.030616012406444,31.030616012406444,8525103
810,2011-01-19,31.25408935546875,31.605257512203778,31.09446687558416,31.2381266744766,8181638
811,2011-01-20,31.573335647583008,31.605258845895964,30.96676889941434,30.96676889941434,8113388
812,2011-01-21,31.557373046875,31.605258926976553,31.25409075452189,31.365825196431697,7263505
813,2011-01-24,31.46158790588379,31.68505887505658,31.254079612727146,31.33389082779013,10580288
814,2011-01-25,31.41370391845703,31.74891147473919,31.301967344690347,31.605249547034052,5774233
815,2011-01-27,31.541399002075195,31.76486997040578,29.737666414456754,31.38177657255081,21308494
816,2011-01-28,30.82310676574707,31.54140790127062,30.392127383443963,31.44563398353047,12161301
817,2011-01-31,30.82310676574707,31.413710787629338,30.392127383443963,30.59963573436564,10372393
818,2011-02-01,30.53578758239746,31.158314808434508,30.487899540383285,30.966766970414614,5685819
819,2011-02-02,30.503856658935547,30.807138876317442,30.120763217767998,30.663479106506863,9759510
820,2011-02-03,31.493520736694336,31.589294650516933,30.344238100859727,30.487897889084483,8272335
821,2011-02-04,31.062541961669922,31.988353657366222,31.014656083021183,31.429674969711353,13585721
822,2011-02-07,31.222164154052734,31.445635194036726,30.807145271214768,31.078504354421483,10075695
823,2011-02-08,30.5517520904541,31.605258767521473,30.471940847341816,31.605258767521473,6969251
824,2011-02-09,30.615602493286133,31.03062141543465,30.24846945387763,30.966770685089752,15914271
825,2011-02-10,30.455978393554688,31.046580297992747,30.344241786354175,30.535789637264035,15041071
826,2011-02-11,30.937353134155273,31.290371328600813,30.728749396305183,30.969444510146168,16032113
827,2011-02-14,31.627347946166992,31.85199630527201,30.82503082334587,30.985494247910097,9448315
828,2011-02-15,31.69153594970703,31.85199938981049,31.386655848795403,31.611304229655303,6653191
829,2011-02-16,31.643409729003906,31.707594693980784,31.51503979905015,31.595271549377628,3070813
830,2011-02-17,31.643409729003906,31.755735050032584,31.531084407975232,31.643409729003906,2410838
831,2011-02-18,31.48295021057129,31.77178367771403,31.194116743428545,31.643413731522987,7982842
832,2011-02-21,31.755735397338867,31.771780006439425,31.14597278232587,31.14597278232587,9078739
833,2011-02-22,31.59526252746582,31.739679201532525,31.38665873032512,31.611307131809426,6311548
834,2011-02-23,31.964319229125977,32.17292297161746,31.61129885040151,31.61129885040151,28541975
835,2011-02-24,31.531070709228516,32.092694893947446,31.097820751541896,31.93222928658163,14267832
836,2011-02-25,31.835962295532227,32.044563946296066,30.95341316681176,31.627358468343168,31955636
837,2011-02-28,31.755735397338867,33.50478713832181,31.354576641314083,32.188985547990306,128195783
838,2011-03-01,31.932241439819336,32.12479850080483,31.450850963780997,31.932241439819336,22095525
839,2011-03-03,31.868051528930664,32.38153549419347,31.627356328293427,31.627356328293427,12055696
840,2011-03-04,31.771759033203125,32.076641227662954,31.659435961518437,31.86803750637864,5797710
841,2011-03-07,31.46688461303711,31.739673306158735,30.841077690703106,31.739673306158735,6845096
842,2011-03-08,31.434803009033203,31.739683176113523,30.712717371852094,31.450847615385978,8299919
843,2011-03-09,31.46688461303711,31.61130126027965,31.32246796579457,31.450837835249164,4984092
844,2011-03-10,31.579212188720703,31.73967562547676,31.22619175728752,31.450840133461067,4963678
845,2011-03-11,31.46688461303711,31.643394815855544,31.290374410218675,31.290374410218675,6148250
846,2011-03-14,31.707582473754883,31.803860972326852,31.3385174350578,31.3385174350578,4743614
847,2011-03-15,31.37061882019043,31.53108231016953,31.145970369504763,31.4027123887564,7316083
848,2011-03-16,31.643409729003906,31.771779658957662,31.450852657647754,31.466899442998354,3548194
849,2011-03-17,31.563180923461914,31.62736589442713,31.386670620988276,31.386670620988276,4312518
850,2011-03-18,31.434803009033203,31.77177456524425,31.32247770601274,31.611311090315116,7614611
851,2011-03-21,31.25828742980957,31.48293582118042,31.2101470896713,31.386657317328684,3473055
852,2011-03-22,31.24224090576172,31.418751134865424,31.06573067665801,31.418751134865424,3536038
853,2011-03-23,31.274335861206055,31.56316921158747,31.162010571377216,31.242242299419267,5655111
854,2011-03-24,31.434803009033203,31.51503474649777,31.17806101386155,31.450847615385978,7807585
855,2011-03-25,31.498985290527344,31.579217021182966,31.306428266383854,31.515032071943466,8602591
856,2011-03-28,31.803871154785156,31.900149684182054,31.418759213622938,31.4668973901087,11509824
857,2011-03-29,32.028507232666016,32.205017438967545,31.69153359816755,31.803858868475217,8985339
858,2011-03-30,32.41362380981445,32.525946912736266,32.04455658940782,32.09269692759549,4832583
859,2011-03-31,32.702457427978516,33.007337533549375,32.18897354123042,32.413624101948166,15647437
860,2011-04-01,33.64918899536133,33.857792762227874,32.5259449745286,32.5259449745286,22114974
861,2011-04-04,33.98617172241211,34.419423973981516,33.440596344586865,33.440596344586865,10060811
862,2011-04-05,33.76152038574219,34.09849408833796,33.42454668314642,33.857798897401686,7752278
863,2011-04-06,33.71337127685547,34.307086797380016,33.585001412299874,33.69732667610433,5371783
864,2011-04-07,33.6812858581543,34.24290792369546,33.50477563084211,33.71337724175891,5888794
865,2011-04-08,33.665245056152344,33.84175531480784,33.24803958380984,33.71338322831967,3282029
866,2011-04-11,33.456634521484375,33.68128289263639,33.24803075250961,33.392447407077,2761151
867,2011-04-13,33.7775764465332,33.954084560570486,33.07153528468179,33.087582070437605,5725109
868,2011-04-15,33.71337127685547,33.92197502728882,33.585001412299874,33.71337127685547,2726721
869,2011-04-18,33.44059753417969,34.06640467148907,33.3282722275029,33.6973395377086,3846832
870,2011-04-19,33.199893951416016,33.61709933000983,33.05547729094019,33.61709933000983,2130742
871,2011-04-20,33.456634521484375,33.617097954653616,33.087567319340366,33.617097954653616,3816903
872,2011-04-21,33.56896209716797,33.697334166683795,33.31222013456121,33.45663898481963,3804886
873,2011-04-25,33.552913665771484,33.825702395700844,33.376405615561076,33.376405615561076,1583736
874,2011-04-26,33.472679138183594,33.74546784525949,33.08756733369527,33.697329685857675,4390914
875,2011-04-27,33.488731384277344,33.697335187399986,33.29617653880832,33.536871727963316,2846797
876,2011-04-28,33.3924446105957,33.53686342949321,33.26407474538061,33.42453816511169,5158203
877,2011-04-29,33.552913665771484,33.857795955607166,33.264080332313746,33.392450219089454,3615042
878,2011-05-02,34.146629333496094,34.27500139686362,33.376405658990066,33.376405658990066,5731198
879,2011-05-03,33.376399993896484,34.178717092170494,33.24802795231799,34.01825367251569,3804669
880,2011-05-04,33.472679138183594,33.56895763341183,32.911057121847605,33.264077545542925,4044546
881,2011-05-05,32.68640899658203,33.47267939008463,32.3494353489596,33.376403070556464,5204752
882,2011-05-06,33.08757781982422,33.26408808761158,32.70246589328605,32.7666508516382,2973311
883,2011-05-09,32.95920944213867,33.31222781777218,32.89502448078943,33.10362614928081,3424009
884,2011-05-10,32.84687805175781,33.280130269470774,32.734554934279444,32.91106300123474,1276536
885,2011-05-11,33.42455291748047,33.53687823143826,32.78269895526542,32.78269895526542,5173641
886,2011-05-12,32.541996002197266,33.4245449909491,32.4778110564821,33.4245449909491,2199955
887,2011-05-13,32.52595520019531,32.95920747215143,32.429676675713374,32.50990841671078,3389298
888,2011-05-16,32.670372009277344,32.798744101162825,32.509908526739444,32.60618705154724,2643860
889,2011-05-17,32.574100494384766,32.895027507081146,32.52596013662495,32.6703768570532,2042475
890,2011-05-18,32.52595520019531,33.0233924296643,32.44572345919791,32.670371898705596,3314783
891,2011-05-19,31.723636627197266,32.71851104966203,31.563173151085216,32.54200079065374,2532955
892,2011-05-20,32.41362380981445,32.60617863329101,31.563166266079367,31.65944476603,1959647
893,2011-05-23,31.964319229125977,32.188967571757765,31.77176226319912,32.188967571757765,1694918
894,2011-05-24,31.707582473754883,32.5419932261457,31.57921259327538,32.07664968887665,9876185
895,2011-05-25,31.145973205566406,31.916199333455864,30.953418305913218,31.77178043818401,5753045
896,2011-05-26,30.66457176208496,31.418750835419768,30.488061534663537,31.290378771647465,4935316
897,2011-05-27,31.338520050048828,31.4347985566546,30.712713021748623,30.712713021748623,4500032
898,2011-05-30,31.771759033203125,31.851990731445373,31.17804577206494,31.450832240234124,8167114
899,2011-05-31,32.429683685302734,32.54200901754803,31.77178283163542,31.83596997944744,7467651
900,2011-06-01,32.301300048828125,32.49385705778075,32.04455809569955,32.26920648852774,1794961
901,2011-06-02,31.85199737548828,32.47780649345532,31.77176566051041,32.09269469684645,4461069
902,2011-06-03,32.41362380981445,32.70245713324164,31.85199958950655,31.85199958950655,5649415
903,2011-06-06,32.574100494384766,32.654332247558855,31.996431436246166,32.349449844356826,4910297
904,2011-06-07,32.558048248291016,32.638279988009785,32.36549120239589,32.46176972534345,6516069
905,2011-06-08,32.52595520019531,32.57409555064892,32.20502823620568,32.26921319371856,14162904
906,2011-06-09,32.574100494384766,32.68642364297314,32.3815434161967,32.41363698803657,6989160
907,2011-06-10,32.47781753540039,32.670372410958166,32.25316909237034,32.57409606139193,7661567
908,2011-06-13,32.911067962646484,33.05548684127224,32.26921401826647,32.413632896892224,2849421
909,2011-06-14,33.28013229370117,33.376410811985096,32.782695096255175,32.782695096255175,4458752
910,2011-06-15,32.670372009277344,33.32827272296779,32.525955310278285,33.29618133231537,2533103
911,2011-06-16,32.73455047607422,32.89501391612508,32.36548325810242,32.606178418178715,2472762
912,2011-06-17,32.95920944213867,33.055487972375225,32.590142105636104,32.606188890079764,2524363
913,2011-06-20,32.718505859375,33.28012793667447,31.787816539709546,32.75059724365149,6194464
914,2011-06-21,32.52595520019531,32.87897573115402,32.22107501969022,32.670371898705596,5126564
915,2011-06-22,32.83083724975586,32.86293081855201,32.429678521930896,32.52595705189397,2408781
916,2011-06-23,32.814788818359375,32.99129689689616,32.67036995202908,32.75060168824585,3746535
917,2011-06-24,33.26408386230469,33.42454732601513,32.67036817600604,32.734555302630234,5675164
918,2011-06-27,34.77244186401367,35.09336878868135,32.81478675297079,32.81478675297079,29869389
919,2011-06-28,35.01313781738281,35.26987762154882,34.69221088575025,35.109414155732544,13872282
920,2011-06-29,35.33406448364258,35.46243438476147,34.94895042743582,35.07732250497975,13356359
921,2011-06-30,35.141510009765625,35.783363914862704,34.67616636385529,35.3019734860399,30432762
922,2011-07-01,35.382205963134766,35.542669442760314,35.10941717720124,35.301974223321984,23953730
923,2011-07-04,35.44639205932617,35.75127224513178,35.20569683214933,35.41430066822444,5307022
924,2011-07-05,35.173606872558594,35.41430210953136,34.66012282977987,35.30197679504058,10665833
925,2011-07-06,34.9970817565918,35.20568333627552,34.83661833331986,35.061266690615675,3270036
926,2011-07-07,35.28593444824219,35.39825977685919,34.80454391375618,35.14151772318152,5856910
927,2011-07-08,35.04522705078125,35.54266419952382,34.93290393746835,35.06127383166164,12625687
928,2011-07-11,34.66012191772461,34.916863932358,34.114544320469165,34.83663218881165,2848918
929,2011-07-12,34.72430419921875,34.981046194051316,34.19477342679688,34.563840724501546,2954427
930,2011-07-13,35.36614990234375,35.719170335482794,34.72429615221798,34.75638971029413,3819442
931,2011-07-14,35.01313781738281,35.39824970005687,34.756395836791754,35.141507719465814,10479376
932,2011-07-15,35.382205963134766,36.00801309838936,34.772445611127765,34.772445611127765,8242815
933,2011-07-18,35.09336471557617,35.590799649936386,34.99708621406541,35.44638298588262,2085379
934,2011-07-19,35.25382995605469,35.41429340794265,34.852671326334786,34.88476271085746,2972184
935,2011-07-20,35.0291862487793,35.44639174075462,34.93290989991408,35.18964973212171,4177419
936,2011-07-21,34.66012191772461,35.14151237900271,34.38733311909689,34.981048891910014,3008285
937,2011-07-22,35.15755844116211,35.350113315864725,34.45151954773528,34.66012120610277,3369044
938,2011-07-25,34.820579528808594,35.14150644883725,34.4354676600592,35.109412886264394,7429567
939,2011-07-26,34.981040954589844,35.25382969132085,34.4194188771994,34.66011405322387,5770592
940,2011-07-27,34.387325286865234,35.029179089044156,34.17872367172702,34.868715638499424,7214188
941,2011-07-28,33.87384033203125,34.33918606542909,33.26408010929754,34.05035055748304,13905358
942,2011-07-29,33.72942352294922,34.54778752734852,32.846874575865115,33.37640524997043,9768024
943,2011-08-01,34.483604431152344,34.88476306494408,33.729425329053925,33.729425329053925,4672455
944,2011-08-02,34.644073486328125,34.756398792521836,34.25896157090363,34.46756322363454,3239197
945,2011-08-03,33.58501434326172,34.547795227393514,33.08757711784191,34.194774699308425,12800281
946,2011-08-04,33.53687286376953,34.30709662458102,33.3122222718099,33.88989118063103,6939466
947,2011-08-05,32.83083724975586,33.28013633077504,32.14084510846708,32.25317042282823,12075758
948,2011-08-08,32.87897491455078,33.32827178240714,31.57922030738925,31.627358480221996,13716718
949,2011-08-09,32.702457427978516,33.28012625646394,31.771768155300677,31.771768155300677,7228990
950,2011-08-10,33.23199462890625,33.50478342332662,32.750604175052864,32.91106765967066,5126905
951,2011-08-11,33.055477142333984,33.456635739865966,32.83082658657633,32.84687336576255,6299073
952,2011-08-12,33.2480354309082,33.56896234240495,33.0554805898651,33.29617577348766,6421148
953,2011-08-16,33.2480354309082,33.66524085113896,33.087571975159825,33.39245210579676,4242848
954,2011-08-17,33.10362243652344,33.6010596399341,32.959205745578444,32.959205745578444,7430913
955,2011-08-18,32.943153381347656,33.32826521742619,32.622226488544754,33.21594211080004,5110388
956,2011-08-19,32.429683685302734,32.91107423533846,31.948293135267,32.09271204141831,5245806
957,2011-08-22,33.11967086791992,33.24804078261146,32.012473280323306,32.41363198426594,3059716
958,2011-08-23,32.47781753540039,33.5047834009844,32.413632576881135,33.16780964822668,2837432
959,2011-08-24,32.750606536865234,32.975257172671085,32.18898430020152,32.862931854768156,6888368
960,2011-08-25,31.99642562866211,32.89502153639539,31.771775019409883,32.75060266575462,13758009
961,2011-08-26,31.274335861206055,32.092699922519955,31.001547115293114,31.99642141358451,9286925
962,2011-08-29,32.07665252685547,32.140837472773974,31.129916412964185,31.194103535307566,6345123
963,2011-08-30,32.15688705444336,32.44572042444843,31.852004726029588,32.41362903690624,3821904
964,2011-09-02,31.884092330932617,33.69733047484128,31.563165456940784,33.119661666371044,8166250
965,2011-09-05,31.17805290222168,31.93222973231822,31.03363624764359,31.819906634946193,7422597
966,2011-09-06,30.999244689941406,31.503165609664066,30.641622823094828,31.503165609664066,14848826
967,2011-09-07,31.470661163330078,31.77951528231545,31.080529528569937,31.113041416797333,11526455
968,2011-09-08,31.275585174560547,31.795759765137557,30.9992408386216,31.730738216914546,7049237
969,2011-09-09,31.24308967590332,31.51943415670402,31.031768982204486,31.243089675903317,6782680
970,2011-09-12,30.67414093017578,31.11304038268926,30.397796503808976,30.901717525822395,5271294
971,2011-09-13,30.75542640686035,30.999259009216804,30.641636977176322,30.83670394097917,4033213
972,2011-09-14,30.869213104248047,30.99925626541008,30.414057630592872,30.90172279214154,4248247
973,2011-09-15,31.2105655670166,31.34061088552852,30.5278359128036,30.950479339579203,8283475
974,2011-09-16,32.3972282409668,32.59229517589213,31.12929757353989,31.34062045384132,6853575
975,2011-09-19,31.844526290893555,32.59227957717285,31.714480994918596,31.990825319671654,3721222
976,2011-09-20,32.12087631225586,32.478498208167224,31.77951035793926,31.77951035793926,4399666
977,2011-09-21,32.267173767089844,32.41347502934985,31.909554093814865,31.95831971137269,2182138
978,2011-09-22,31.291841506958008,32.007085211194294,31.11303278569205,31.99082927159018,3792171
979,2011-09-23,31.226825714111328,31.6007035748072,30.787928492590332,31.048014755064916,3612112
980,2011-09-26,30.966739654541016,31.356873488173257,30.73916305478467,31.22682814203128,1880644
981,2011-09-27,31.421892166137695,31.633212802572842,31.064270253162164,31.35687060144946,1273121
982,2011-09-28,31.649471282958984,31.730748796535412,31.178062145174444,31.470660312132114,4398260
983,2011-09-29,31.681991577148438,32.16965678800934,31.259347953443466,31.470668662898827,9460952
984,2011-09-30,32.007080078125,32.2184006447091,31.535668929172736,31.535668929172736,6946805
985,2011-10-03,31.649471282958984,31.909559767362285,31.27559560242489,31.844538197459876,7517061
986,2011-10-04,31.16180419921875,31.87704583177518,31.080526690864755,31.47065829000522,2740436
987,2011-10-05,31.17805290222168,31.55192847191774,31.048007596176046,31.226818513993162,3503641
988,2011-10-07,31.616962432861328,32.137139451638184,31.373129868708528,31.50317522579968,4435678
989,2011-10-10,31.877038955688477,31.990828324756357,31.40562994988004,31.40562994988004,8326437
990,2011-10-11,32.08836364746094,32.20215081844761,31.698229904668988,32.023339887133496,5044978
991,2011-10-12,32.21840286254883,32.44597938179587,31.893292919397943,32.41346971035653,4905765
992,2011-10-13,32.29969024658203,32.47850121107025,31.958324260703353,32.2184127358868,3531871
993,2011-10-14,32.15338134765625,32.52725690074376,32.039591985520275,32.10461353325816,5039179
994,2011-10-17,31.81202507019043,32.25092450831384,31.633214106332986,32.12087916878407,1605713
995,2011-10-18,31.90955924987793,32.088370217804986,31.535681370613432,31.535681370613432,2025955
996,2011-10-19,32.494754791259766,32.67356574274546,32.00708976254974,32.185898509242016,5145909
997,2011-10-20,32.1859016418457,32.47850201042611,32.088370390445874,32.21841352884141,2881549
998,2011-10-21,32.1859016418457,32.54352357962388,31.94206910375885,32.10462412915009,2127672
999,2011-10-24,32.754844665527344,32.91739968213456,32.54352182106186,32.59228964892013,3334756
1000,2011-10-25,33.77893829345703,34.05528268646939,32.70607480942364,32.77109637107555,7605862
1001,2011-10-28,34.13655471801758,35.111884600841734,33.56761228637016,34.29910969848827,8504582
1002,2011-10-31,34.08780288696289,34.3316354720177,33.61639366348239,34.13657072685029,4561310
1003,2011-11-01,33.69765853881836,34.18532352581637,33.48633792636985,33.89272541553486,2155435
1004,2011-11-02,33.51885223388672,33.7951966466184,33.29127564946898,33.48634255313764,2429706
1005,2011-11-03,33.84396743774414,33.990266535437144,33.50260140659788,33.64890270908476,2676760
1006,2011-11-04,33.7626838684082,34.13656172308908,33.61638479692155,34.13656172308908,2070811
1007,2011-11-08,33.7626838684082,33.811451695432744,33.61638479692155,33.7626838684082,923114
1008,2011-11-09,33.6651496887207,34.022771593300746,33.61638406754771,33.811450961826544,3342820
1009,2011-11-11,34.28286361694336,34.38039707422848,33.48634442456988,33.64889945178053,7747315
1010,2011-11-14,34.25035095214844,34.786783852643524,33.9902624735563,34.39665003235851,8136060
1011,2011-11-15,33.68140411376953,34.347880066946516,33.567616934559474,33.827703175492935,2602442
